4_bert_hypotheses,"['Эйнштейн', 'он', 'Декарт', 'Фуко', 'Ньютон', 'Максвелл', 'Лейбниц', ',', 'Кант', 'Пуанкаре', 'философ', 'Эйнштейна', 'я', 'Аристотель', 'Локк']"
1_sentence,"Наблюдаемая картина движений планет в обоих случаях одна и та же, это гарантирует принцип относительности, сформулированный самим Галилеем."
2_masked_token,Галилеем
3_masked_sentence,"Наблюдаемая картина движений планет в обоих случаях одна и та же, это гарантирует принцип относительности, сформулированный самим [MASK]."
4_bert_hypotheses,"['Пуанкаре', 'им', 'движением', 'Бернулли', 'Льюисом', 'Кеплер', 'Эйнштейн', 'Эйнштейна', 'учёным', 'Ньютон', 'Ньютона', 'ним', 'Декарт', 'собой', 'Коши']"
1_sentence,"Синхронное участие планет в суточном вращении нарушало бы также наблюдаемую закономерность, согласно которой, чем дальше планета от Солнца, тем медленнее она движется."
2_masked_token,Солнца
3_masked_sentence,"Синхронное участие планет в суточном вращении нарушало бы также наблюдаемую закономерность, согласно которой, чем дальше планета от [MASK], тем медленнее она движется."
4_bert_hypotheses,"['Солнца', 'Земли', 'планеты', 'центра', 'звезды', 'светила', 'оси', 'орбиты', 'себя', 'экватора', 'неё', 'горизонта', 'ядра', 'нас', 'диска']"
1_sentence,"Он сделал верное замечание, что вращение Земли должно влиять на динамику ветров."
2_masked_token,Земли
3_masked_sentence,"Он сделал верное замечание, что вращение [MASK] должно влиять на динамику ветров."
4_bert_hypotheses,"['не', 'Земли', 'планеты', 'планет', 'Луны', 'Солнца', 'воды', 'Марса', 'астероида', 'тела', 'моря', 'ветра', 'также', 'корабля', 'полюсов']"
1_sentence,"В его ""Рассуждении об игре в кости"" (""Considerazione sopra il giuoco dei dadi"", время написания неизвестно, опубликовано в 1718 году) проведён довольно полный анализ этой задачи."
2_masked_token,Considerazione
3_masked_sentence,"В его ""Рассуждении об игре в кости ""(""[MASK] sopra il giuoco dei dadi"", время написания неизвестно, опубликовано в 1718 году) проведён довольно полный анализ этой задачи."
4_bert_hypotheses,"['Opera', 'Piano', 'Lo', 'Re', 'Non', 'Che', 'Sche', 'Quest', 'Allegro', 'I', 'La', 'non', 'che', 'Ode', 'Le']"
1_sentence,"В ""Беседах о двух новых науках"" он сформулировал ""парадокс Галилея"": натуральных чисел столько же, сколько их квадратов, хотя бо`льшая часть чисел не являются квадратами."
2_masked_token,Галилея
3_masked_sentence,"В ""Беседах о двух новых науках ""он сформулировал ""парадокс [MASK] "": натуральных чисел столько же, сколько их квадратов, хотя бо`льшая часть чисел не являются квадратами."
4_bert_hypotheses,"['квадратов', 'Ферма', 'Евклида', 'квадрата', 'чисел', 'Паскаля', 'числа', 'Сильвестра', 'Эйлера', 'арифметики', 'Рассела', 'простоты', 'Гильберта', 'Бернулли', 'Клейна']"
1_sentence,- Микроскоп плохого качества (1612); с его помощью Галилей изучал насекомых.
2_masked_token,Галилей
3_masked_sentence,- Микроскоп плохого качества (1612); с его помощью [MASK] изучал насекомых.
4_bert_hypotheses,"['он', 'впервые', 'подробно', 'Галилей', 'Микеланджело', 'также', 'Линней', 'я', 'много', 'и', 'строго', 'автор', 'Мюллер', 'учёный', 'детально']"
1_sentence,"- Кавальери, предтеча математического анализа, в судьбе которого поддержка Галилея сыграла огромную роль."
2_masked_token,Галилея
3_masked_sentence,"- Кавальери, предтеча математического анализа, в судьбе которого поддержка [MASK] сыграла огромную роль."
4_bert_hypotheses,"['математики', 'математиков', 'науки', 'Маркса', 'Аристотеля', 'теории', 'Галилея', 'Ньютона', 'Лейбница', 'математика', 'последнего', 'разума', 'философии', 'Гегеля', 'Декарта']"
1_sentence,"- Европейский проект ""Galileo"" спутниковой системы навигации."
2_masked_token,Galileo
3_masked_sentence,"- Европейский проект ""[MASK] ""спутниковой системы навигации."
4_bert_hypotheses,"['Зенит', 'Мир', 'Викинг', 'Европейской', 'Стандарт', 'Орион', 'ГЛОНАСС', 'Развитие', 'Созвездие', 'Основы', 'Рассвет', 'Электрон', 'Пионер', 'Старт', 'Система']"
1_sentence,"- Научная развлекательно-познавательная телепрограмма Galileo, показываемая в нескольких странах."
2_masked_token,Galileo
3_masked_sentence,"- Научная развлекательно-познавательная телепрограмма [MASK], показываемая в нескольких странах."
4_bert_hypotheses,"['BBC', ')', '""', ',', 'России', 'ВВС', 'телевидения', '»', 'Украины', 'ООН', 'телеканала', 'ВГТРК', 'США', 'ежегодно', 'КВН']"
1_sentence,"Лагранж так оценил вклад Галилея в теоретическую физику:Требовалась исключительная сила духа, чтобы извлечь законы природы из конкретных явлений, которые всегда были у всех перед глазами, но объяснение которых тем не менее ускользало от пытливого взгляда философов."
2_masked_token,Галилея
3_masked_sentence,"Лагранж так оценил вклад [MASK] в теоретическую физику: Требовалась исключительная сила духа, чтобы извлечь законы природы из конкретных явлений, которые всегда были у всех перед глазами, но объяснение которых тем не менее ускользало от пытливого взгляда философов."
4_bert_hypotheses,"['духа', 'Декарта', 'Канта', 'Гегеля', 'человека', 'Аристотеля', 'разума', 'философии', 'Паскаля', 'Лейбница', 'Бога', 'души', 'Ньютона', 'Наполеона', 'учёного']"
1_sentence,"Общеизвестна легенда, по которой после показного отречения Галилей сказал: ""И всё-таки она вертится!""."
2_masked_token,Галилей
3_masked_sentence,"Общеизвестна легенда, по которой после показного отречения [MASK] сказал: ""И всё-таки она вертится!""."
4_bert_hypotheses,"['он', 'император', 'царь', 'король', 'Наполеон', 'Иосиф', 'Александр', 'Константин', 'Николай', 'папа', 'монарх', 'Иисус', 'Иоанн', 'Христос', 'Император']"
1_sentence,"Документально подтверждено, что Галилей измерял время спуска шаров по наклонной плоскости (1609)."
2_masked_token,Галилей
3_masked_sentence,"Документально подтверждено, что [MASK] измерял время спуска шаров по наклонной плоскости (1609)."
4_bert_hypotheses,"['он', 'телескоп', 'астроном', 'Ньютон', 'Галилей', 'Кеплер', 'Грегори', 'Кассини', 'впервые', 'первым', 'прибор', 'Скотт', 'корабль', 'Байер', 'Янг']"
1_sentence,"Следует принимать во внимание, что точных часов тогда не было (для измерения времени Галилей использовал несовершенные водяные часы и собственный пульс), поэтому скатывание шаров было удобнее для измерений, чем падение."
2_masked_token,Галилей
3_masked_sentence,"Следует принимать во внимание, что точных часов тогда не было (для измерения времени [MASK] использовал несовершенные водяные часы и собственный пульс), поэтому скатывание шаров было удобнее для измерений, чем падение."
4_bert_hypotheses,"['он', 'Ньютон', 'Наполеон', 'изобретатель', 'Армстронг', 'Райт', 'Скотт', 'Александр', 'Льюис', 'корабль', 'учёный', 'император', 'Эйлер', 'Браун', 'Галилей']"
1_sentence,"Официального церковного запрета атомизма (в отличие от гелиоцентризма) не было, и судить Галилея за атомизм не было юридических оснований."
2_masked_token,Галилея
3_masked_sentence,"Официального церковного запрета атомизма (в отличие от гелиоцентризма) не было, и судить [MASK] за атомизм не было юридических оснований."
4_bert_hypotheses,"['католиков', 'христиан', 'людей', 'его', 'верующих', 'их', 'Церковь', 'церковь', 'евреев', 'учёных', 'греков', 'Церкви', 'церкви', 'богословов', 'себя']"
1_sentence,"Отметим, что как раз в эти годы Гассенди свободно публиковал книги с пропагандой атомизма, и никаких возражений со стороны церкви не было."
2_masked_token,Гассенди
3_masked_sentence,"Отметим, что как раз в эти годы [MASK] свободно публиковал книги с пропагандой атомизма, и никаких возражений со стороны церкви не было."
4_bert_hypotheses,"['он', 'Ватикан', 'Лютер', 'Папа', 'Ньютон', 'автор', 'Кроули', 'писатель', 'Эйнштейн', 'Кинг', 'Парсонс', 'священник', 'журнал', 'Браун', 'Льюис']"
1_sentence,"Более того, высказывания в пользу атомизма встречаются ещё в книге Галилея ""Рассуждение о телах, погружённых в воду"" (1612)."
2_masked_token,Галилея
3_masked_sentence,"Более того, высказывания в пользу атомизма встречаются ещё в книге [MASK] ""Рассуждение о телах, погружённых в воду ""(1612)."
4_bert_hypotheses,"['Аристотеля', 'Декарта', 'Ньютона', 'Лейбница', 'Канта', 'Платона', 'Лютера', 'Коперника', 'Локка', 'Августина', 'Бэкона', 'Галилея', ':', 'Бытия', 'Вольтера']"
1_sentence,"Наконец, уже после суда, под надзором инквизиции, Галилей в своей последней книге вновь рассуждает об атомах - и инквизиция, обещавшая вернуть его в тюрьму за малейшее нарушение режима, не обращает на это внимания."
2_masked_token,Галилей
3_masked_sentence,"Наконец, уже после суда, под надзором инквизиции, [MASK] в своей последней книге вновь рассуждает об атомах - и инквизиция, обещавшая вернуть его в тюрьму за малейшее нарушение режима, не обращает на это внимания."
4_bert_hypotheses,"['он', ',', 'и', 'Ричард', 'писатель', 'автор', 'учёный', 'Виктор', 'Томас', 'уже', 'герой', 'Данте', 'Роберт', 'Бенедикт', 'Феликс']"
1_sentence,"- Не обнаружено свидетельств того, что найденный Редонди донос имел какие-либо последствия."
2_masked_token,Редонди
3_masked_sentence,"- Не обнаружено свидетельств того, что найденный [MASK] донос имел какие-либо последствия."
4_bert_hypotheses,"['властями', '##й', 'мною', 'нами', ',', '##ми', '##и', 'действиями', 'лицами', 'мной', 'им', 'ими', 'властью', 'органами', 'стороной']"
1_sentence,В настоящее время гипотеза Редонди в среде историков считается бездоказательной и не обсуждается.
2_masked_token,Редонди
3_masked_sentence,В настоящее время гипотеза [MASK] в среде историков считается бездоказательной и не обсуждается.
4_bert_hypotheses,"['эта', 'Дарвина', 'заговора', 'Троцкого', 'Миллера', 'Вернера', 'Сталина', 'Мура', 'Джексона', 'Вагнера', 'Римана', 'Конрада', 'Брауна', 'Мюллера', 'Клейна']"
1_sentence,1829 - Первое восхождение на Восточную вершину Эльбруса участников Эльбрусской экспедиции Российской академии наук.
2_masked_token,Эльбруса
3_masked_sentence,1829 - Первое восхождение на Восточную вершину [MASK] участников Эльбрусской экспедиции Российской академии наук.
4_bert_hypotheses,"[',', 'для', 'экспедицией', 'группы', 'первых', 'всех', 'России', 'среди', '—', 'группой', 'отряда', 'Кавказа', 'двух', '-', 'у']"
1_sentence,1889 - Первое восхождение на Килиманджаро.
2_masked_token,Килиманджаро
3_masked_sentence,1889 - Первое восхождение на [MASK].
4_bert_hypotheses,"['вершину', 'Эверест', 'гору', 'вулкан', 'Эльбрус', 'плато', 'вершины', 'Шпицберген', 'пик', 'ледник', 'перевал', 'поверхность', 'остров', 'карту', 'скалу']"
1_sentence,geoПервая немецкая экспедиция на Нанга-Парбат.
2_masked_token,Нанга-Парбат
3_masked_sentence,Первая немецкая экспедиция на [MASK].
4_bert_hypotheses,"['Шпицберген', 'Сахалин', 'Кавказ', 'Камчатку', 'Памир', 'Мадагаскар', 'Крит', 'остров', 'Восток', 'восток', 'Байкал', 'запад', 'Урал', 'Камчатке', 'Украину']"
1_sentence,1982 - Первое восхождение советских альпинистов на Эверест по сложнейшему маршруту.
2_masked_token,Эверест
3_masked_sentence,1982 - Первое восхождение советских альпинистов на [MASK] по сложнейшему маршруту.
4_bert_hypotheses,"['Эверест', 'вершину', 'Эльбрус', 'Памир', 'гору', 'Казбек', 'пик', 'вершины', 'вулкан', 'Алтай', 'Шпицберген', 'горы', 'поверхность', 'Байкал', 'перевал']"
1_sentence,2001 - Российская команда взошла на последнюю непокоренную отдельно расположенную вершину высотой свыше 8000 м Лходзе Средняя (8414 м).
2_masked_token,Лходзе
3_masked_sentence,2001 - Российская команда взошла на последнюю непокоренную отдельно расположенную вершину высотой свыше 8000 м [MASK] Средняя (8414 м).
4_bert_hypotheses,"['(', ',', '.', '—', '-', 'и', ';', ':', 'как', '–', '+', 'или', '/', ')', 'самая']"
1_sentence,Повышение сложности маршрутов на пройденные ранее вершины в Альпах и других горных системах.
2_masked_token,Альпах
3_masked_sentence,Повышение сложности маршрутов на пройденные ранее вершины в [MASK] и других горных системах.
4_bert_hypotheses,"['Альпах', 'горах', 'Карпатах', 'пещерах', 'Гималаях', 'Андах', 'Арктике', 'горных', 'альпийских', 'горном', 'скалах', 'горной', 'Антарктиде', 'рельефе', 'реках']"
1_sentence,Технически сложные восхождения в Альпах.
2_masked_token,Альпах
3_masked_sentence,Технически сложные восхождения в [MASK].
4_bert_hypotheses,"['Альпах', 'гору', 'Гималаях', 'горах', 'высоту', 'горы', 'космос', 'одиночку', 'год', 'сутки', 'связке', 'день', 'с', 'скалах', 'море']"
1_sentence,Чисто спортивные восхождения на вершины начали совершаться в Альпах еще в начале XIX в.
2_masked_token,Альпах
3_masked_sentence,Чисто спортивные восхождения на вершины начали совершаться в [MASK] еще в начале XIX в.
4_bert_hypotheses,"['Европе', 'США', 'Альпах', 'Китае', 'Великобритании', 'Японии', 'Африке', 'Австралии', 'СССР', 'регионе', 'Америке', 'Индии', 'горах', 'Англии', 'основном']"
1_sentence,"К началу XX века все вершины Альп были покорены, и восходители стали искать новые, более сложные маршруты восхождений."
2_masked_token,Альп
3_masked_sentence,"К началу XX века все вершины [MASK] были покорены, и восходители стали искать новые, более сложные маршруты восхождений."
4_bert_hypotheses,"['мира', 'Европы', 'уже', 'хребта', 'гор', 'горы', 'Альп', 'восхождения', 'Кавказа', 'планеты', 'Америки', 'Гималаев', 'Памира', 'впервые', 'страны']"
1_sentence,"Во второй половине XX века были пройдены такие стены в Альпах, которые до этого долгое время считались абсолютно неприступными."
2_masked_token,Альпах
3_masked_sentence,"Во второй половине XX века были пройдены такие стены в [MASK], которые до этого долгое время считались абсолютно неприступными."
4_bert_hypotheses,"['городе', 'крепости', 'башнях', 'скалах', 'городах', 'стенах', 'горах', 'Иерусалиме', 'стене', 'замке', 'руинах', 'Европе', 'домах', 'холмах', 'пещерах']"
1_sentence,Сложнейшие стенные маршруты в Альпах.
2_masked_token,Альпах
3_masked_sentence,Сложнейшие стенные маршруты в [MASK].
4_bert_hypotheses,"['Москве', 'мире', 'Польше', 'России', 'Болгарии', 'с', 'Киеве', 'т', 'Крыму', 'р', 'нем', 'городе', 'г', 'Европе', 'п']"
1_sentence,"geoПосле первопрохождения северной стены Эйгера в 1938 году к настоящему времени по этой стене проложено большое количество маршрутов, пройденных неоднократно."
2_masked_token,Эйгера
3_masked_sentence,"После первопрохождения северной стены [MASK] в 1938 году к настоящему времени по этой стене проложено большое количество маршрутов, пройденных неоднократно."
4_bert_hypotheses,"[',', 'Перми', 'Москвы', '—', 'примерно', 'Варшавы', 'ориентировочно', 'Иркутска', 'Сталина', 'ещё', 'в', 'и', 'Ленина', 'Праги', 'Ленинграда']"
1_sentence,"Эта стена заслуженно считается превосходящей по сложности все то, что было сделано ранее в Альпах."
2_masked_token,Альпах
3_masked_sentence,"Эта стена заслуженно считается превосходящей по сложности все то, что было сделано ранее в [MASK]."
4_bert_hypotheses,"['Европе', 'Китае', 'средневековье', 'Париже', 'ней', 'Италии', 'Ираке', 'Риме', 'Иерусалиме', 'мире', 'Японии', 'городе', 'Англии', 'Германии', 'Тибете']"
1_sentence,До настоящего времени восхождение по северо-западной стене Пти-Дрю является эталоном высокого спортивного мастерства в альпинизме.
2_masked_token,Пти-Дрю
3_masked_sentence,До настоящего времени восхождение по северо-западной стене [MASK] является эталоном высокого спортивного мастерства в альпинизме.
4_bert_hypotheses,"['горы', 'хребта', 'пик', 'гор', 'скал', 'скалы', 'Альп', 'вершины', ',', 'стены', 'сопки', 'восхождения', 'вулкана', 'ледника', 'Памира']"
1_sentence,Первые попытки покорить вершины в Гималаях относятся к началу XIX века.
2_masked_token,Гималаях
3_masked_sentence,Первые попытки покорить вершины в [MASK] относятся к началу XIX века.
4_bert_hypotheses,"['Альпах', 'Европе', 'Андах', 'горах', 'Гималаях', 'США', 'Китае', 'России', 'Шотландии', 'мире', 'Америке', 'Африке', 'Великобритании', 'Австралии', 'Антарктиде']"
1_sentence,Официальной датой начала российского альпинизма можно считать год создания Русского горного общества (РГО) - 1900-й.
2_masked_token,РГО
3_masked_sentence,Официальной датой начала российского альпинизма можно считать год создания Русского горного общества ([MASK]) - 1900-й.
4_bert_hypotheses,"['ГО', 'ВО', 'общества', 'ФПС', 'ОКР', 'Общества', '##ГО', 'ОК', 'НО', 'ФСО', '##ОК', 'СК', 'МОК', 'ОП', 'МПС']"
1_sentence,До этой даты были отдельные восхождения в различных районах России.
2_masked_token,России
3_masked_sentence,До этой даты были отдельные восхождения в различных районах [MASK].
4_bert_hypotheses,"['мира', 'Австралии', 'страны', 'России', 'Европы', 'США', 'планеты', 'Исландии', 'Земли', 'Греции', '.', 'Германии', 'Китая', 'Италии', 'Великобритании']"
1_sentence,В то время альпинизм в России был уделом обеспеченных одиночек и не имел организационной и материальной базы для массового альпинистского движения в стране.
2_masked_token,России
3_masked_sentence,В то время альпинизм в [MASK] был уделом обеспеченных одиночек и не имел организационной и материальной базы для массового альпинистского движения в стране.
4_bert_hypotheses,"['СССР', 'России', 'США', 'стране', 'Великобритании', 'Германии', 'Англии', 'Болгарии', 'Европе', 'основном', 'Италии', 'Китае', 'РСФСР', 'Японии', 'Польше']"
1_sentence,"На протяжении десятилетий в СССР складывалась спортивная система альпинизма, со спортивными разрядами и званиями, с соревнованиями вплоть до чемпионатов страны, чего не было за рубежом."
2_masked_token,СССР
3_masked_sentence,"На протяжении десятилетий в [MASK] складывалась спортивная система альпинизма, со спортивными разрядами и званиями, с соревнованиями вплоть до чемпионатов страны, чего не было за рубежом."
4_bert_hypotheses,"['СССР', 'стране', 'России', 'республике', 'Казахстане', 'мире', 'Монголии', 'Азербайджане', 'Таджикистане', 'Китае', 'ГДР', 'Узбекистане', 'Болгарии', 'Афганистане', 'США']"
1_sentence,В предвоенные годы в СССР занятия альпинизмом приняли массовый характер.
2_masked_token,СССР
3_masked_sentence,В предвоенные годы в [MASK] занятия альпинизмом приняли массовый характер.
4_bert_hypotheses,"['РККА', 'СССР', 'селе', 'городе', 'основном', 'районе', 'школах', 'Москве', 'Ленинграде', 'республике', 'армии', 'деревне', 'России', 'стране', 'районах']"
1_sentence,Показательны в этом смысле восхождения на Ушбу.
2_masked_token,Ушбу
3_masked_sentence,Показательны в этом смысле восхождения на [MASK].
4_bert_hypotheses,"['Луну', 'Эверест', 'вершину', 'гору', 'плато', 'Землю', 'небо', 'восток', 'вершины', 'юг', 'Солнце', 'Марс', 'землю', 'небеса', 'север']"
1_sentence,Во время этой альпиниады вершины Эльбруса достигло уже около трехсот человек.
2_masked_token,Эльбруса
3_masked_sentence,Во время этой альпиниады вершины [MASK] достигло уже около трехсот человек.
4_bert_hypotheses,"['горы', 'альпинистов', 'восхождение', 'их', 'оно', 'восхождения', 'её', 'его', 'не', 'туристов', 'города', 'Эверест', 'экспедиции', ',', 'уже']"
1_sentence,Прежде всего предусматривались: сдача норм ГТО; знание природы гор во всех ее внешних проявлениях; овладение техническими приемами преодоления маршрутов различного характера; знание методов обеспечения безопасности и умение оказать первую помощь.
2_masked_token,ГТО
3_masked_sentence,Прежде всего предусматривались: сдача норм [MASK]; знание природы гор во всех ее внешних проявлениях; овладение техническими приемами преодоления маршрутов различного характера; знание методов обеспечения безопасности и умение оказать первую помощь.
4_bert_hypotheses,"['безопасности', 'альпинизма', 'поведения', 'выживания', 'нормативов', 'местности', 'восхождения', 'подготовки', 'маршрута', 'обучения', 'дисциплины', 'квалификации', 'снаряжения', 'жизнедеятельности', 'высоты']"
1_sentence,Все это под общим руководством Госкомспорта и облспорткомитетов.
2_masked_token,Госкомспорта
3_masked_sentence,Все это под общим руководством [MASK] и облспорткомитетов.
4_bert_hypotheses,"['районных', 'областных', 'областного', 'республиканского', 'республиканских', 'городского', 'городских', 'областной', 'краевых', 'обкома', 'краев', 'федерации', 'краевого', 'местных', 'окружных']"
1_sentence,С 1949 года по 1991 год регулярно проводились чемпионаты СССР по альпинизму в разных классах восхождений.
2_masked_token,СССР
3_masked_sentence,С 1949 года по 1991 год регулярно проводились чемпионаты [MASK] по альпинизму в разных классах восхождений.
4_bert_hypotheses,"['СССР', 'мира', 'России', 'страны', 'Латвии', 'ГДР', 'Европы', 'Украины', 'Финляндии', 'Польши', 'Венгрии', 'Азербайджана', 'Болгарии', 'Эстонии', 'республики']"
1_sentence,Первоначально ежегодные чемпионаты СССР проводились в трех классах: класс технически сложных восхождений; класс траверсов; класс высотных восхождений.
2_masked_token,СССР
3_masked_sentence,Первоначально ежегодные чемпионаты [MASK] проводились в трех классах: класс технически сложных восхождений; класс траверсов; класс высотных восхождений.
4_bert_hypotheses,"['мира', 'Европы', 'СССР', 'России', 'страны', 'Великобритании', 'США', 'серии', 'ISAF', 'Азии', 'Шотландии', 'Австралии', 'Мира', 'подряд', 'также']"
1_sentence,"В результате введения разрядных нормативов (1946 г.), первенств по альпинизму (1948 г.) и распространения на их призеров награждения спортивными медалями (1953 г.) альпинизм встал в общий строй видов спорта, культивируемых в СССР."
2_masked_token,СССР
3_masked_sentence,"В результате введения разрядных нормативов (1946 г.), первенств по альпинизму (1948 г.) и распространения на их призеров награждения спортивными медалями (1953 г.) альпинизм встал в общий строй видов спорта, культивируемых в [MASK]."
4_bert_hypotheses,"['СССР', 'мире', 'стране', 'Европе', 'России', 'горах', 'США', 'Альпах', 'Сибири', 'регионе', 'республике', 'РСФСР', 'Москве', 'Арктике', 'Африке']"
1_sentence,Соревнования по альпинизму в СНГ.
2_masked_token,СНГ
3_masked_sentence,Соревнования по альпинизму в [MASK].
4_bert_hypotheses,"['России', 'г', 'стране', 'СССР', 'мире', 'п', 'горах', 'Альпах', 'Болгарии', 'США', 'Москве', 'с', 'пос', 'Монголии', 'Сибири']"
1_sentence,Ежегодно проводится открытый чемпионат СНГ.
2_masked_token,СНГ
3_masked_sentence,Ежегодно проводится открытый чемпионат [MASK].
4_bert_hypotheses,"['мира', 'страны', 'города', 'Европы', 'России', 'штата', 'области', 'округа', 'Украины', 'Турции', 'провинции', 'края', 'Болгарии', 'региона', 'Азии']"
1_sentence,В большинстве стран СНГ проводятся различные соревнования по альпинизму.
2_masked_token,СНГ
3_masked_sentence,В большинстве стран [MASK] проводятся различные соревнования по альпинизму.
4_bert_hypotheses,"['мира', 'Европы', 'также', 'СНГ', 'регулярно', 'Азии', 'Африки', 'ежегодно', 'региона', 'официально', 'планеты', 'федерации', 'спорта', 'активно', 'континента']"
1_sentence,"Гималайский стиль - это своеобразная осада горы, занимающая иногда 2-3 месяца, но именно такая тактика позволила достичь вершин Эвереста и других восьмитысячников."
2_masked_token,Эвереста
3_masked_sentence,"Гималайский стиль - это своеобразная осада горы, занимающая иногда 2 - 3 месяца, но именно такая тактика позволила достичь вершин [MASK] и других восьмитысячников."
4_bert_hypotheses,"['Эверест', 'Эльбрус', 'Джомолунг', 'Памира', 'Тибета', 'Гималаев', 'этого', 'вершины', 'K2', 'этой', 'Альп', 'горы', 'Кавказа', 'Алтая', 'пиков']"
1_sentence,Перед Второй мировой войной в Германии были сформированы две горнострелковые дивизии.
2_masked_token,Германии
3_masked_sentence,Перед Второй мировой войной в [MASK] были сформированы две горнострелковые дивизии.
4_bert_hypotheses,"['СССР', 'Болгарии', 'России', 'Германии', 'Турции', 'армии', 'них', 'Польше', 'дивизии', 'Финляндии', 'Италии', '1914', 'Чечне', 'Армении', 'Грузии']"
1_sentence,Горнострелковые части были также сформированы в СССР и ряде других стран.
2_masked_token,СССР
3_masked_sentence,Горнострелковые части были также сформированы в [MASK] и ряде других стран.
4_bert_hypotheses,"['Германии', 'США', 'Польше', 'Италии', 'России', 'Великобритании', 'Австрии', 'Финляндии', 'СССР', 'Чехии', 'Турции', 'Румынии', 'Болгарии', 'Чехословакии', 'Норвегии']"
1_sentence,"Например, во время Великой Отечественной войны альпинисты покрывали маскировочными чехлами золоченые шпили и купола Ленинграда, спасая их от артобстрелов и бомбежки."
2_masked_token,Ленинграда
3_masked_sentence,"Например, во время Великой Отечественной войны альпинисты покрывали маскировочными чехлами золоченые шпили и купола [MASK], спасая их от артобстрелов и бомбежки."
4_bert_hypotheses,"['церквей', 'зданий', 'храмов', 'домов', 'башен', 'собора', 'Кремля', 'здания', 'колонн', 'храма', 'соборов', 'мечетей', 'церкви', 'куполов', 'стен']"
1_sentence,Начиная с 1955 года в СССР регулярно проводились всесоюзные соревнования.
2_masked_token,СССР
3_masked_sentence,Начиная с 1955 года в [MASK] регулярно проводились всесоюзные соревнования.
4_bert_hypotheses,"['городе', 'нём', 'районе', 'селе', 'деревне', 'клубе', 'СССР', 'области', 'парке', 'Москве', 'ней', 'республике', 'Красноярске', 'школе', 'цирке']"
1_sentence,Благодаря накопленному опыту в СССР и пропаганде в мире скалолазания как вида спорта оно получило широкое международное признание как самостоятельный вид спорта.
2_masked_token,СССР
3_masked_sentence,Благодаря накопленному опыту в [MASK] и пропаганде в мире скалолазания как вида спорта оно получило широкое международное признание как самостоятельный вид спорта.
4_bert_hypotheses,"['развитии', 'разработке', 'создании', 'становлении', 'подготовке', 'изучении', 'исследовании', 'обучении', 'организации', 'формировании', 'воспитании', 'продвижении', 'популяризации', 'исследованиях', 'распространении']"
1_sentence,"В 2007 году была создана Международная федерация спортивного скалолазания, под эгидой которой регулярно проводятся чемпионаты мира, соревнования на Кубок мира и другие."
2_masked_token,Кубок
3_masked_sentence,"В 2007 году была создана Международная федерация спортивного скалолазания, под эгидой которой регулярно проводятся чемпионаты мира, соревнования на [MASK] мира и другие."
4_bert_hypotheses,"['Кубок', 'кубок', 'первенство', 'Кубке', 'кубке', 'чемпионате', 'трассах', 'Суперкубок', 'дорогах', 'чемпионатах', 'Кубка', 'приз', 'призы', 'кубка', 'чемпионат']"
1_sentence,Еще в 1972 году во время Мюнхенской олимпиады была проведена дискуссия о введении альпинизма и скалолазания в программу Олимпийских игр.
2_masked_token,Мюнхенской
3_masked_sentence,Еще в 1972 году во время [MASK] олимпиады была проведена дискуссия о введении альпинизма и скалолазания в программу Олимпийских игр.
4_bert_hypotheses,"['Мюнхенской', 'Парижской', 'мюнхенской', 'проведения', 'лондонской', 'Лондонской', 'московской', 'первой', 'зимней', 'предыдущей', 'Московской', 'летней', 'Женевской', 'неофициальной', 'парижской']"
1_sentence,Большинство представителей стран-членов МОК (42 против 24) высказались за включение спортивного скалолазания в программу Олимпийских игр.
2_masked_token,МОК
3_masked_sentence,Большинство представителей стран - членов [MASK] (42 против 24) высказались за включение спортивного скалолазания в программу Олимпийских игр.
4_bert_hypotheses,"['МОК', 'НОК', 'ООН', 'НАТО', 'СНГ', 'ОФК', 'Содружества', 'Игр', 'комитета', 'ЕС', 'Океании', 'организации', 'Олимпиады', 'блока', 'Евросоюза']"
1_sentence,В то же время 65 членов МОК высказались против включения альпинизма.
2_masked_token,МОК
3_masked_sentence,В то же время 65 членов [MASK] высказались против включения альпинизма.
4_bert_hypotheses,"['комиссии', 'комитета', 'парламента', 'партии', 'совета', 'МОК', 'НАТО', 'жюри', 'организации', 'правительства', 'конгресса', 'Конгресса', 'Совета', 'Европарламента', 'ООН']"
1_sentence,На проходившей в феврале 2010 года в Ванкувере сессии Международный олимпийский комитет признал скалолазание олимпийским видом спорта.
2_masked_token,Ванкувере
3_masked_sentence,На проходившей в феврале 2010 года в [MASK] сессии Международный олимпийский комитет признал скалолазание олимпийским видом спорта.
4_bert_hypotheses,"['Лондоне', 'Лозанне', 'Сингапуре', 'Пекине', 'Мюнхене', 'Париже', 'Женеве', 'Москве', 'Токио', 'Осло', 'Риме', 'Афинах', 'Берлине', 'Цюрихе', 'Ванкувере']"
